"コード","大学名","学部名","学科名"
"023511510410","静岡大学","工","物質工-前期"
"023511510430","静岡大学","工","物質工-後期"
"023515510110","静岡大学","農","応用生物化-前期"
"023515510130","静岡大学","農","応用生物化-後期"
"023515510410","静岡大学","農","環境森林科学-前期"
"023515510430","静岡大学","農","環境森林科学-後期"
"023515510510","静岡大学","農","共生バイオサイエンス-前期"
"023515510530","静岡大学","農","共生バイオサイエンス-後期"
"024013010110","浜松医科大学","医","医学-前期"
"024013010130","浜松医科大学","医","医学-後期"
"024013010210","浜松医科大学","医","看護-前期"
"024501010110","名古屋大学","文","人文-前期"
"024502010110","名古屋大学","法","法律・政治-前期"
"024503010110","名古屋大学","経済","経済・経営-前期"
"024506010110","名古屋大学","教育","人間発達科学-前期"
"024510580110","名古屋大学","情報文化","社会システム情報-前期"
"024510580210","名古屋大学","情報文化","自然情報-前期"
"024510810110","名古屋大学","理","数理・物理・化学-前期"
"024511510110","名古屋大学","工","機械・航空工-前期"
"024511510210","名古屋大学","工","電気電子・情報工-前期"
"024511510310","名古屋大学","工","物理工-前期"
"024511510410","名古屋大学","工","化学・生物工-前期"
"024511510510","名古屋大学","工","社会環境工-前期"
"024513010110","名古屋大学","医","医学-前期"
"024513010130","名古屋大学","医","医学-後期"
"024513010210","名古屋大学","医","保健/看護学-前期"
"024513010310","名古屋大学","医","保健/検査技術科学-前期"
"024513010410","名古屋大学","医","保健/放射線技術科学-前期"
"024513010510","名古屋大学","医","保健/作業療法学-前期"
"024513010610","名古屋大学","医","保健/理学療法学-前期"
"024515510110","名古屋大学","農","応用生命科学-前期"
"024515510210","名古屋大学","農","資源生物科学-前期"
"024515510310","名古屋大学","農","生物環境科学-前期"
"025006010110","愛知教育大学","教育","初等/教育科学-前期"
"025006010130","愛知教育大学","教育","初等/教育科学-後期"
"025006010610","愛知教育大学","教育","初等/幼児教育-前期"
"025006010710","愛知教育大学","教育","中等/教育科学-前期"
"025006010810","愛知教育大学","教育","中等/英語-前期"
"025006010910","愛知教育大学","教育","中等/国語・書道-前期"
"025006011010","愛知教育大学","教育","中等/数学-前期"
"025006011030","愛知教育大学","教育","中等/数学-後期"
"025006011110","愛知教育大学","教育","中等/理科-前期"
"025006011130","愛知教育大学","教育","中等/理科-後期"
"025006011210","愛知教育大学","教育","中等/社会-前期"
"025006011230","愛知教育大学","教育","中等/社会-後期"
"025006011310","愛知教育大学","教育","中等/技術-前期"
"025006011410","愛知教育大学","教育","中等/家庭-前期"
"025006011510","愛知教育大学","教育","中等/音楽-前期"
"025006011530","愛知教育大学","教育","中等/音楽-後期"
"025006011610","愛知教育大学","教育","中等/美術-前期"
"025006011710","愛知教育大学","教育","中等/保健体育-前期"
"025006011730","愛知教育大学","教育","中等/保健体育-後期"
"025006011810","愛知教育大学","教育","特別支援学校教員養成-前期"
"025006011830","愛知教育大学","教育","特別支援学校教員養成-後期"
"025006011910","愛知教育大学","教育","養護教諭養成-前期"
"025006011930","愛知教育大学","教育","養護教諭養成-後期"
"025006012110","愛知教育大学","教育","現代/日本語教育-前期"
"025006012130","愛知教育大学","教育","現代/日本語教育-後期"
"025006012210","愛知教育大学","教育","現代/国際文化-前期"
"025006012230","愛知教育大学","教育","現代/国際文化-後期"
"025006012510","愛知教育大学","教育","現代/造形文化-前期"
"025006012530","愛知教育大学","教育","現代/造形文化-後期"
"025006012710","愛知教育大学","教育","初等/国語-前期"
"025006012730","愛知教育大学","教育","初等/国語-後期"
"025006012810","愛知教育大学","教育","初等/社会-前期"
"025006012830","愛知教育大学","教育","初等/社会-後期"
"025006012910","愛知教育大学","教育","初等/数学-前期"
"025006012930","愛知教育大学","教育","初等/数学-後期"
"025006013010","愛知教育大学","教育","初等/理科-前期"
"025006013030","愛知教育大学","教育","初等/理科-後期"
"025006013110","愛知教育大学","教育","初等/家庭-前期"
"025006013130","愛知教育大学","教育","初等/家庭-後期"
"025006013210","愛知教育大学","教育","初等/保健体育-前期"
"025006013230","愛知教育大学","教育","初等/保健体育-後期"
"025006013310","愛知教育大学","教育","初等/音楽-前期"
"025006013330","愛知教育大学","教育","初等/音楽-後期"
"025006013410","愛知教育大学","教育","初等/美術-前期"
"025006013430","愛知教育大学","教育","初等/美術-後期"
"025006013510","愛知教育大学","教育","初等/英語-前期"
"025006013610","愛知教育大学","教育","初等/情報-前期"
"025006013710","愛知教育大学","教育","中等/情報-前期"
"025006013730","愛知教育大学","教育","中等/情報-後期"
"025006013810","愛知教育大学","教育","現代/臨床福祉心理-前期"
"025006013830","愛知教育大学","教育","現代/臨床福祉心理-後期"
"025006013910","愛知教育大学","教育","現代/情報科学-前期"
"025006013930","愛知教育大学","教育","現代/情報科学-後期"
"025006014010","愛知教育大学","教育","現代/自然/分子機能・生命科学-前期"
"025006014030","愛知教育大学","教育","現代/自然/分子機能・生命科学-後期"
"025006014110","愛知教育大学","教育","現代/自然/宇宙・物質科学-前期"
"025006014130","愛知教育大学","教育","現代/自然/宇宙・物質科学-後期"
"025511510110","名古屋工業大学","工","機械工-前期"
"025511510130","名古屋工業大学","工","機械工-後期"
"025511510210","名古屋工業大学","工","電気電子工-前期"
"025511510230","名古屋工業大学","工","電気電子工-後期"
"025511510310","名古屋工業大学","工","情報工-前期"
"025511510330","名古屋工業大学","工","情報工-後期"
"025511510410","名古屋工業大学","工","生命・物質工-前期"
"025511510430","名古屋工業大学","工","生命・物質工-後期"
"025511510510","名古屋工業大学","工","建築・デザイン工-前期"
"025511510530","名古屋工業大学","工","建築・デザイン工-後期"
"025511510610","名古屋工業大学","工","都市社会工-前期"
"025511510630","名古屋工業大学","工","都市社会工-後期"
"025511510710","名古屋工業大学","工","環境材料工-前期"
"025511510730","名古屋工業大学","工","環境材料工-後期"
"025535310110","名古屋工業大学","工二部","機械工-前期"
"025535310210","名古屋工業大学","工二部","電気情報工-前期"
"025535310310","名古屋工業大学","工二部","物質工-前期"
"025535310410","名古屋工業大学","工二部","社会開発工-前期"
"026011510110","豊橋技術科学大学","工","全課程-前期"
"026501110110","三重大学","人文","文化-前期"
"026501110130","三重大学","人文","文化-後期"
"026501110310","三重大学","人文","法律経済-前期"
"026501110330","三重大学","人文","法律経済-後期"
"026506010110","三重大学","教育","学校/学校教育-前期"
"026506010210","三重大学","教育","学校/英語教育-前期"
"026506010310","三重大学","教育","学校/国語教育-前期"
"026506010410","三重大学","教育","学校/数学教育-前期"
"026506010430","三重大学","教育","学校/数学教育-後期"
"026506010510","三重大学","教育","学校/理科教育-前期"
"026506010610","三重大学","教育","学校/社会科教育-前期"
"026506010630","三重大学","教育","学校/社会科教育-後期"
"026506010710","三重大学","教育","学校/技術教育-前期"
"026506010810","三重大学","教育","学校/家政教育-前期"
"026506010910","三重大学","教育","学校/音楽教育-前期"
"026506010930","三重大学","教育","学校/音楽教育-後期"
"026506011010","三重大学","教育","学校/美術教育-前期"
"026506011110","三重大学","教育","学校/保健体育-前期"
"026506011130","三重大学","教育","学校/保健体育-後期"
"026506011210","三重大学","教育","学校/特別支援教育-前期"
"026506011230","三重大学","教育","学校/特別支援教育-後期"
"026506011310","三重大学","教育","学校/幼児教育-前期"
"026506011710","三重大学","教育","生涯/消費生活科学-前期"
"026506011810","三重大学","教育","生涯/スポーツ健康科学-前期"
"026506011830","三重大学","教育","生涯/スポーツ健康科学-後期"
"026506011910","三重大学","教育","情報教育-前期"
"026506011930","三重大学","教育","情報教育-後期"
"026506012010","三重大学","教育","人間/人間発達科学-前期"
"026506012110","三重大学","教育","人間/日本語教育-前期"
"026511510110","三重大学","工","機械工-前期"
"026511510130","三重大学","工","機械工-後期"
"026511510210","三重大学","工","電気電子工-前期"
